X_axis          Y_axis          Z_axis          GR_bin          PR_Ref         
-112610.313285  59821.569345    3715.215520     12.787174       15.850000      
-112610.313285  59821.569345    3962.896554     -3.062826       0.000000       
-112610.313285  59821.569345    4210.577589     14.217174       17.280001      
-112610.313285  59821.569345    4458.258623     15.407173       18.469999      
-112610.313285  59821.569345    4705.939658     -3.062826       0.000000       
-112610.313285  59821.569345    4953.620693     -3.062826       0.000000       
-114464.572740  55139.457605    2976.995814     20.514370       29.700001      
-114464.572740  55139.457605    3225.078798     19.024368       28.209999      
-114464.572740  55139.457605    3473.161783     20.794368       29.980000      
-114464.572740  55139.457605    3721.244767     21.154369       30.340000      
-114464.572740  55139.457605    3969.327752     18.754369       27.940001      
-114464.572740  55139.457605    4217.410736     18.194368       27.379999      
-114464.572740  55139.457605    4465.493720     13.434370       22.620001      
-114464.572740  55139.457605    4713.576705     14.744369       23.930000      
-114464.572740  55139.457605    4961.659689     11.744369       20.930000      
-116314.323791  50458.607613    2981.362077     11.268474       26.709999      
-116314.323791  50458.607613    3229.808917     9.778475        25.219999      
-116314.323791  50458.607613    3478.255757     9.758476        25.200001      
-116314.323791  50458.607613    3726.702596     8.088476        23.530001      
-116314.323791  50458.607613    3975.149436     6.788475        22.230000      
-116314.323791  50458.607613    4223.596276     6.078476        21.520000      
-116314.323791  50458.607613    4472.043116     6.748476        22.190001      
-116314.323791  50458.607613    4720.489955     7.368475        22.809999      
-116314.323791  50458.607613    4968.936795     5.258476        20.700001      
-118163.994923  45767.768251    2985.270535     -9.791735       0.000000       
-118163.994923  45767.768251    3234.043080     -9.791735       0.000000       
-118163.994923  45767.768251    3482.815625     -9.791735       0.000000       
-118163.994923  45767.768251    3731.588169     -9.791735       0.000000       
-118163.994923  45767.768251    3980.360714     -9.791735       0.000000       
-118163.994923  45767.768251    4229.133259     -9.791735       0.000000       
-118163.994923  45767.768251    4477.905803     6.588264        16.379999      
-118163.994923  45767.768251    4726.678348     8.008264        17.799999      
-118163.994923  45767.768251    4975.450892     6.518264        16.309999      
-119994.396455  41110.880914    2988.720589     -17.125793      0.000000       
-119994.396455  41110.880914    3237.780638     -0.345792       16.780001      
-119994.396455  41110.880914    3486.840687     -0.355793       16.770000      
-119994.396455  41110.880914    3735.900736     -17.125793      0.000000       
-119994.396455  41110.880914    3984.960785     -17.125793      0.000000       
-119994.396455  41110.880914    4234.020834     -17.125793      0.000000       
-119994.396455  41110.880914    4483.080883     -17.125793      0.000000       
-119994.396455  41110.880914    4732.140932     1.974207        19.100000      
-119994.396455  41110.880914    4981.200981     3.764206        20.889999      
-121820.308423  36453.553306    2991.711707     -13.088779      0.000000       
-121820.308423  36453.553306    3241.021016     -13.088779      0.000000       
-121820.308423  36453.553306    3490.330324     -13.088779      0.000000       
-121820.308423  36453.553306    3739.639633     -13.088779      0.000000       
-121820.308423  36453.553306    3988.948942     -13.088779      0.000000       
-121820.308423  36453.553306    4238.258251     -13.088779      0.000000       
-121820.308423  36453.553306    4487.567560     -13.088779      0.000000       
-121820.308423  36453.553306    4736.876869     -13.088779      0.000000       
-121820.308423  36453.553306    4986.186178     5.251221        18.340000      
-123632.923240  31820.386061    2994.243430     -4.059189       16.280001      
-123632.923240  31820.386061    3243.763716     -20.339189      0.000000       
-123632.923240  31820.386061    3493.284002     -20.339189      0.000000       
-123632.923240  31820.386061    3742.804288     -20.339189      0.000000       
-123632.923240  31820.386061    3992.324574     -5.789189       14.550000      
-123632.923240  31820.386061    4241.844860     -20.339189      0.000000       
-123632.923240  31820.386061    4491.365146     -20.339189      0.000000       
-123632.923240  31820.386061    4740.885431     -2.919189       17.420000      
-123632.923240  31820.386061    4990.405717     -2.939190       17.400000      
-130839.779035  13267.196084    3249.750472     19.399987       24.469999      
-130839.779035  13267.196084    3499.731278     18.169988       23.240000      
-130839.779035  13267.196084    3749.712083     13.359988       18.430000      
-130839.779035  13267.196084    3999.692889     14.329988       19.400000      
-130839.779035  13267.196084    4249.673694     14.299989       19.370001      
-130839.779035  13267.196084    4499.654500     -5.070012       0.000000       
-130839.779035  13267.196084    4749.635305     -5.070012       0.000000       
-130839.779035  13267.196084    4999.616111     -5.070012       0.000000       
-130839.779035  13267.196084    5249.596916     -5.070012       0.000000       
-132630.442569  8629.952513     3250.000000     15.692736       31.540001      
-132630.442569  8629.952513     3500.000000     15.212735       31.059999      
-132630.442569  8629.952513     3750.000000     14.312735       30.160000      
-132630.442569  8629.952513     4000.000000     12.952735       28.799999      
-132630.442569  8629.952513     4250.000000     12.422736       28.270000      
-132630.442569  8629.952513     4500.000000     9.922736        25.770000      
-132630.442569  8629.952513     4750.000000     8.212735        24.059999      
-132630.442569  8629.952513     5000.000000     6.232735        22.080000      
-132630.442569  8629.952513     5250.000000     6.182736        22.030001      
-136191.422509  -634.760414     3249.001926     25.635353       35.660000      
-136191.422509  -634.760414     3498.925152     25.455353       35.480000      
-136191.422509  -634.760414     3748.848377     24.895351       34.919998      
-136191.422509  -634.760414     3998.771602     22.385353       32.410000      
-136191.422509  -634.760414     4248.694827     22.665352       32.689999      
-136191.422509  -634.760414     4498.618052     18.325354       28.350000      
-136191.422509  -634.760414     4748.541277     16.825354       26.850000      
-136191.422509  -634.760414     4998.464502     14.665354       24.690001      
-136191.422509  -634.760414     5248.387727     12.805353       22.830000      
-136191.422509  -634.760414     5498.310952     8.625353        18.650000      
-137965.271816  -5266.474625    3247.754478     2.387524        32.639999      
-137965.271816  -5266.474625    3497.581746     3.087525        33.340000      
-137965.271816  -5266.474625    3747.409013     2.957524        33.209999      
-137965.271816  -5266.474625    3997.236281     1.657525        31.910000      
-137965.271816  -5266.474625    4247.063548     2.767525        33.020000      
-137965.271816  -5266.474625    4496.890816     -1.502475       28.750000      
-137965.271816  -5266.474625    4746.718083     -4.982475       25.270000      
-137965.271816  -5266.474625    4996.545351     -6.152475       24.100000      
-137965.271816  -5266.474625    5246.372619     -9.722475       20.530001      
-137965.271816  -5266.474625    5496.199886     -9.772476       20.480000      
-139742.701735  -9918.599329    3495.701266     9.607874        17.940001      
-139742.701735  -9918.599329    3745.394214     10.657873       18.990000      
-139742.701735  -9918.599329    3995.087161     -8.332127       0.000000       
-139742.701735  -9918.599329    4244.780109     -8.332127       0.000000       
-139742.701735  -9918.599329    4494.473057     -8.332127       0.000000       
-139742.701735  -9918.599329    4744.166004     -8.332127       0.000000       
-139742.701735  -9918.599329    4993.858952     -8.332127       0.000000       
-139742.701735  -9918.599329    5243.551899     -8.332127       0.000000       
-139742.701735  -9918.599329    5493.244847     -8.332127       0.000000       
-110693.834204  53539.879860    2976.995814     18.921822       26.070000      
-110693.834204  53539.879860    3225.078798     17.211823       24.360001      
-110693.834204  53539.879860    3473.161783     19.861823       27.010000      
-110693.834204  53539.879860    3721.244767     18.821822       25.969999      
-110693.834204  53539.879860    3969.327752     18.781823       25.930000      
-110693.834204  53539.879860    4217.410736     18.211823       25.360001      
-110693.834204  53539.879860    4465.493720     13.521823       20.670000      
-110693.834204  53539.879860    4713.576705     14.311822       21.459999      
-112545.302656  48857.538779    2981.362077     11.734263       27.510000      
-112545.302656  48857.538779    3229.808917     8.494263        24.270000      
-112545.302656  48857.538779    3478.255757     9.044262        24.820000      
-112545.302656  48857.538779    3726.702596     7.814263        23.590000      
-112545.302656  48857.538779    3975.149436     3.964262        19.740000      
-112545.302656  48857.538779    4223.596276     0.014262        15.790000      
-112545.302656  48857.538779    4472.043116     2.854262        18.629999      
-112545.302656  48857.538779    4720.489955     5.654263        21.430000      
-114395.195265  44165.014273    2985.270535     -4.423172       15.820000      
-114395.195265  44165.014273    3234.043080     -4.443172       15.800000      
-114395.195265  44165.014273    3482.815625     -4.453172       15.790000      
-114395.195265  44165.014273    3731.588169     -2.983172       17.260000      
-114395.195265  44165.014273    3980.360714     -1.773172       18.469999      
-114395.195265  44165.014273    4229.133259     -20.243172      0.000000       
-114395.195265  44165.014273    4477.905803     -4.503172       15.740000      
-114395.195265  44165.014273    4726.678348     -20.243172      0.000000       
-116225.812727  39506.645544    2988.720589     -0.465204       0.000000       
-116225.812727  39506.645544    3237.780638     -0.465204       0.000000       
-116225.812727  39506.645544    3486.840687     -0.465204       0.000000       
-116225.812727  39506.645544    3735.900736     -0.465204       0.000000       
-116225.812727  39506.645544    3984.960785     -0.465204       0.000000       
-116225.812727  39506.645544    4234.020834     -0.465204       0.000000       
-116225.812727  39506.645544    4483.080883     -0.465204       0.000000       
-116225.812727  39506.645544    4732.140932     -0.465204       0.000000       
-118051.942351  34847.834105    2991.711707     -0.129481       0.000000       
-118051.942351  34847.834105    3241.021016     -0.129481       0.000000       
-118051.942351  34847.834105    3490.330324     -0.129481       0.000000       
-118051.942351  34847.834105    3739.639633     -0.129481       0.000000       
-118051.942351  34847.834105    3988.948942     -0.129481       0.000000       
-118051.942351  34847.834105    4238.258251     -0.129481       0.000000       
-118051.942351  34847.834105    4487.567560     -0.129481       0.000000       
-118051.942351  34847.834105    4736.876869     -0.129481       0.000000       
-127073.432023  11655.439228    2999.769666     31.530011       28.740000      
-127073.432023  11655.439228    3249.750472     30.050011       27.260000      
-127073.432023  11655.439228    3499.731278     30.000010       27.209999      
-127073.432023  11655.439228    3749.712083     27.920010       25.129999      
-127073.432023  11655.439228    3999.692889     24.840010       22.049999      
-127073.432023  11655.439228    4249.673694     26.700011       23.910000      
-127073.432023  11655.439228    4499.654500     26.070011       23.280001      
-127073.432023  11655.439228    4749.635305     25.400011       22.610001      
-127073.432023  11655.439228    4999.616111     26.590010       23.799999      
-128863.380068  7015.064243     3000.000000     27.600689       39.119999      
-128863.380068  7015.064243     3250.000000     25.840691       37.360001      
-128863.380068  7015.064243     3500.000000     27.180691       38.700001      
-128863.380068  7015.064243     3750.000000     27.340691       38.860001      
-128863.380068  7015.064243     4000.000000     25.990688       37.509998      
-128863.380068  7015.064243     4250.000000     28.060692       39.580002      
-128863.380068  7015.064243     4500.000000     28.910690       40.430000      
-128863.380068  7015.064243     4750.000000     25.640690       37.160000      
-128863.380068  7015.064243     5000.000000     25.460690       36.980000      
-130649.254285  2376.025682     3249.750472     24.875916       25.980000      
-130649.254285  2376.025682     3499.731278     23.725916       24.830000      
-130649.254285  2376.025682     3749.712083     23.665917       24.770000      
-130649.254285  2376.025682     3999.692889     21.955916       23.059999      
-130649.254285  2376.025682     4249.673694     20.495917       21.600000      
-130649.254285  2376.025682     4499.654500     15.725916       16.830000      
-130649.254285  2376.025682     4749.635305     18.145916       19.250000      
-130649.254285  2376.025682     4999.616111     17.135916       18.240000      
-130649.254285  2376.025682     5249.596916     16.015917       17.120001      
-132426.294750  -2252.666968    3249.001926     32.371045       41.360001      
-132426.294750  -2252.666968    3498.925152     32.081044       41.070000      
-132426.294750  -2252.666968    3748.848377     33.261044       42.250000      
-132426.294750  -2252.666968    3998.771602     32.541043       41.529999      
-132426.294750  -2252.666968    4248.694827     30.021043       39.009998      
-132426.294750  -2252.666968    4498.618052     29.431042       38.419998      
-132426.294750  -2252.666968    4748.541277     24.671044       33.660000      
-132426.294750  -2252.666968    4998.464502     22.981044       31.969999      
-132426.294750  -2252.666968    5248.387727     21.701045       30.690001      
-134200.366654  -6885.880456    3247.754478     26.648002       43.009998      
-134200.366654  -6885.880456    3497.581746     27.378006       43.740002      
-134200.366654  -6885.880456    3747.409013     28.758003       45.119999      
-134200.366654  -6885.880456    3997.236281     25.308002       41.669998      
-134200.366654  -6885.880456    4247.063548     24.268005       40.630001      
-134200.366654  -6885.880456    4496.890816     20.238003       36.599998      
-134200.366654  -6885.880456    4746.718083     18.218006       34.580002      
-134200.366654  -6885.880456    4996.545351     16.148002       32.509998      
-134200.366654  -6885.880456    5246.372619     16.088005       32.450001      
-135978.026461  -11539.501463   3246.008319     17.972106       31.150000      
-135978.026461  -11539.501463   3495.701266     16.562106       29.740000      
-135978.026461  -11539.501463   3745.394214     16.892106       30.070000      
-135978.026461  -11539.501463   3995.087161     12.872106       26.049999      
-135978.026461  -11539.501463   4244.780109     11.822107       25.000000      
-135978.026461  -11539.501463   4494.473057     10.602107       23.780001      
-135978.026461  -11539.501463   4744.166004     11.362108       24.540001      
-135978.026461  -11539.501463   4993.858952     11.972106       25.150000      
-135978.026461  -11539.501463   5243.551899     11.422107       24.600000      
-135978.026461  -11539.501463   5493.244847     11.392106       24.570000      
-106925.652428  51944.219491    2728.912829     11.915026       20.639999      
-106925.652428  51944.219491    2976.995814     10.045027       18.770000      
-106925.652428  51944.219491    3225.078798     12.655025       21.379999      
-106925.652428  51944.219491    3473.161783     10.945026       19.670000      
-106925.652428  51944.219491    3721.244767     12.595026       21.320000      
-106925.652428  51944.219491    3969.327752     10.915026       19.639999      
-106925.652428  51944.219491    4217.410736     8.785027        17.510000      
-106925.652428  51944.219491    4465.493720     11.765026       20.490000      
-106925.652428  51944.219491    4713.576705     -8.724974       0.000000       
-112458.294682  37906.554517    2739.660539     -52.036165      0.000000       
-112458.294682  37906.554517    2988.720589     -52.036165      0.000000       
-112458.294682  37906.554517    3237.780638     -34.516165      17.520000      
-112458.294682  37906.554517    3486.840687     -52.036165      0.000000       
-112458.294682  37906.554517    3735.900736     -52.036165      0.000000       
-112458.294682  37906.554517    3984.960785     -52.036165      0.000000       
-112458.294682  37906.554517    4234.020834     -52.036165      0.000000       
-112458.294682  37906.554517    4483.080883     -52.036165      0.000000       
-112458.294682  37906.554517    4732.140932     -52.036165      0.000000       
-121514.083992  14684.821207    2999.078701     21.231794       28.969999      
-121514.083992  14684.821207    3249.001926     19.831794       27.570000      
-121514.083992  14684.821207    3498.925152     17.351795       25.090000      
-121514.083992  14684.821207    3748.848377     14.391794       22.129999      
-121514.083992  14684.821207    3998.771602     12.151794       19.889999      
-121514.083992  14684.821207    4248.694827     10.211795       17.950001      
-121514.083992  14684.821207    4498.618052     -7.738206       0.000000       
-121514.083992  14684.821207    4748.541277     -7.738206       0.000000       
-123308.721235  10046.165789    2999.769666     26.651047       32.470001      
-123308.721235  10046.165789    3249.750472     23.621046       29.440001      
-123308.721235  10046.165789    3499.731278     23.121046       28.940001      
-123308.721235  10046.165789    3749.712083     20.671045       26.490000      
-123308.721235  10046.165789    3999.692889     18.451046       24.270000      
-123308.721235  10046.165789    4249.673694     17.181045       23.000000      
-123308.721235  10046.165789    4499.654500     13.101045       18.920000      
-123308.721235  10046.165789    4749.635305     14.931045       20.750000      
-125100.386471  5404.483606     3000.000000     29.307500       36.619999      
-125100.386471  5404.483606     3250.000000     29.177503       36.490002      
-125100.386471  5404.483606     3500.000000     29.807500       37.119999      
-125100.386471  5404.483606     3750.000000     30.807500       38.119999      
-125100.386471  5404.483606     4000.000000     29.877500       37.189999      
-125100.386471  5404.483606     4250.000000     30.847501       38.160000      
-125100.386471  5404.483606     4500.000000     30.297502       37.610001      
-125100.386471  5404.483606     4750.000000     28.227502       35.540001      
-125100.386471  5404.483606     5000.000000     26.167501       33.480000      
-126887.041002  762.501004      2999.769666     19.034948       31.500000      
-126887.041002  762.501004      3249.750472     18.094948       30.559999      
-126887.041002  762.501004      3499.731278     17.554949       30.020000      
-126887.041002  762.501004      3749.712083     17.004948       29.469999      
-126887.041002  762.501004      3999.692889     16.964949       29.430000      
-126887.041002  762.501004      4249.673694     15.964949       28.430000      
-126887.041002  762.501004      4499.654500     13.454948       25.920000      
-126887.041002  762.501004      4749.635305     9.874948        22.340000      
-126887.041002  762.501004      4999.616111     7.524948        19.990000      
-128664.858698  -3869.138045    2999.078701     29.660808       38.700001      
-128664.858698  -3869.138045    3249.001926     27.150806       36.189999      
-128664.858698  -3869.138045    3498.925152     27.000808       36.040001      
-128664.858698  -3869.138045    3748.848377     24.500808       33.540001      
-128664.858698  -3869.138045    3998.771602     24.000808       33.040001      
-128664.858698  -3869.138045    4248.694827     23.890807       32.930000      
-128664.858698  -3869.138045    4498.618052     22.180806       31.219999      
